Unique station number,Unique sample event number,State,method,Stream_Name,EPA assigned site number,Sample_Date.1,BobN,DaveN,DonC,DougB,Ernie,Guy,HilaryS,LeonT,Mike,SteveF,SusanD,Fuzzy Model,total Ind,total taxa,PCAtt2,Att2 taxa,PCAtt3,Att3 taxa,PCAtt4,Att4 taxa,PCAtt5,Att5 taxa,PCAtt6,Att6 taxa,PCephem,ephem taxa,PC pleco,pleco taxa,PC Tricho,tricho taxa,PCHydro,PCtubi,PCnonins
172,380,VT,riffle targeted kick net 1m2 area,Morril Brook,VT HEX 15.01 (2005),8/21/2003,,,,2.8,,,,,,2.5,,2,562,45,0.300711744,7,0.346975089,18,0.185053381,17,0.165480427,2,0,0,33.80782918,6,13.16725979,9,28.46975089,6,0.165480427,0,0.003558719
175,381,VT,riffle targeted kick net 1m2 area,Mosher Meadow Brook,VT HEX 15.01 (2004),8/21/2003,,,,2.5,,,,,,3.2,,2,504,48,0.178571429,6,0.402777778,19,0.275793651,19,0.140873016,3,0,0,40.87301587,6,7.738095238,8,22.22222222,9,0.10515873,0,0.005952381
176,382,VT,riffle targeted kick net 1m2 area,Mount Tabor Brook,VT HEX 11.01,7/11/2003,,,,3.2,,,,,,2.5,,2,797,48,0.303638645,8,0.409033877,14,0.234629862,22,0.052697616,4,0,0,36.5119197,7,9.033877039,6,16.5621079,6,0.04642409,0,0.011292346
191,383,VT,riffle targeted kick net 1m2 area,North Branch Ball Mountain Brook,VT HEX 8.02,9/2/2003,,,,2.5,,,,,,3.2,,2,593,37,0.136593592,8,0.41989882,13,0.276559865,14,0.166947723,2,0,0,36.42495784,8,6.408094435,6,35.07588533,6,0.160202361,0,0
216,385,VT,riffle targeted kick net 1m2 area,Pherrins River,VT HEX 8.01 (2004),8/20/2003,,,,2.5,,,,,,3.2,,2,930,56,0.140860215,6,0.44516129,22,0.234408602,22,0.131182796,6,0,0,46.23655914,6,8.709677419,8,16.98924731,11,0.074193548,0,0.003225806
253,386,VT,riffle targeted kick net 1m2 area,Seaver Brook,VT HEX 2.03,,,,,3.5,,,,,,4.2,,3,583,43,0.041166381,4,0.200686106,14,0.420240137,21,0.337907376,4,0,0,29.67409949,6,5.831903945,7,25.55746141,6,0.15780446,0,0.039451115
94,387,VT,riffle targeted kick net 1m2 area,Goshen Brook Trib #2,VT HEX 8.02 (2006),7/9/2003,,,,2.2,,,,,,2.5,,2,612,43,0.222222222,8,0.504901961,12,0.147058824,17,0.094771242,4,0,0,21.07843137,7,28.26797386,8,27.12418301,8,0.075163399,0,0.001633987
300,388,VT,riffle targeted kick net 1m2 area,Whitman Brook Trib # 1,VT HEX 5.01 (RD),,,,,3.5,,,,,,3.8,,2,322,47,0.108695652,8,0.462732919,15,0.236024845,16,0.177018634,5,0,0,5.900621118,4,21.11801242,8,24.22360248,10,0.158385093,0,0.01552795
291,391,VT,riffle targeted kick net 1m2 area,Wardsboro Brook Trib #5,VT HEX 8.01,8/1/2003,,,,2.5,,,,,,2.5,,2,391,39,0.250639386,7,0.401534527,15,0.122762148,12,0.199488491,1,0,0,6.905370844,4,19.18158568,6,37.8516624,7,0.204603581,0,0.010230179
4,394,NH,Artificial substrate rock basket,Ames Brook,NH HEX 28.03,9/5/2003,,3.5,,,,,,,,,,2,508,41,0.114173228,5,0.381889764,12,0.289370079,17,0.06496063,5,0,0,48.42519685,7,1.57480315,4,10.82677165,12,0.005905512,0,0.025590551
8,395,NH,Artificial substrate rock basket,Ash Swamp Brook,NH HEX 57.03,9/19/2002,,,4.5,,,,,4.5,,,,,465,39,0,0,0.03655914,7,0.535483871,21,0.253763441,7,0,0,1.290322581,4,0.860215054,3,9.462365591,6,0.08172043,0,0.275268817
16,396,NH,Artificial substrate rock basket,Beaver Brook,NH HEX 61.04,9/16/2002,,,4.5,,,,,4.2,,,,,354,33,0,0,0.138418079,5,0.579096045,20,0.169491525,6,0,0,18.07909605,5,0.282485876,1,37.28813559,8,0.028248588,0.005649718,0.169491525
28,397,NH,Artificial substrate rock basket,Bog Brook,NH HEX 10.02,9/17/2003,,,,,,,,,,,2.5,2,1010,51,0.121782178,9,0.284158416,15,0.37029703,18,0.147524752,6,0,0,48.91089109,9,3.663366337,9,15.24752475,13,0.084158416,0.003960396,0.059405941
38,398,NH,Artificial substrate rock basket,Bumpus Brook,NH HEX 11.01,9/23/2002,,,4.5,,,,,5.5,,,,5,158,10,0.784810127,2,0.018987342,2,0.107594937,5,0,0,0,0,1.898734177,3,0.632911392,1,79.74683544,3,0,0,0.075949367
47,399,NH,Artificial substrate rock basket,Churchill Brook,NH HEX 35.01,9/18/2002,,,4.5,,,,,4.5,,,,,473,31,0.057082452,3,0.209302326,7,0.418604651,18,0.059196617,1,0,0,16.91331924,4,0.21141649,1,24.94714588,7,0,0,0.164904863
49,400,NH,Artificial substrate rock basket,Clark Brook,NH HEX 17.03,9/25/2002,,,3.5,,,,,2.8,,,,3,747,39,0.088353414,4,0.140562249,12,0.527443106,13,0.13253012,6,0,0,18.87550201,6,6.291834003,6,37.21552878,9,0.046854083,0,0.021419009
60,401,NH,Artificial substrate rock basket,Contoocook River,NH HEX 52.01,11/25/2003,,,3.8,,,,,,,,3.5,4,455,31,0.101098901,2,0.079120879,9,0.294505495,16,0.173626374,3,0,0,18.02197802,6,6.153846154,4,20.43956044,9,0.162637363,0,0.028571429
70,402,NH,Artificial substrate rock basket,Dodge Brook,NH HEX 44.02,10/20/2003,,4.2,,,,,,,,,,,680,34,0.080882353,2,0.135294118,6,0.295588235,17,0.194117647,6,0,0,15.14705882,4,0.294117647,1,25.29411765,11,0.007352941,0.005882353,0.055882353
75,403,NH,Artificial substrate rock basket,East Branch Saco River,NH HEX 16.02,9/30/2003,,2.8,,,,,,,,,,2,801,47,0.237203496,8,0.143570537,18,0.134831461,15,0.052434457,4,0,0,23.84519351,8,7.865168539,9,16.22971286,12,0.02372035,0,0.017478152
77,404,NH,Artificial substrate rock basket,Eastman Brook,NH HEX 18.01,8/22/2003,,3.5,,,,,,,,,,2,530,36,0.230188679,9,0.186792453,11,0.347169811,11,0.018867925,3,0,0,6.41509434,7,13.20754717,6,23.20754717,9,0.016981132,0,0.005660377
96,405,NH,Artificial substrate rock basket,Grant Brook,NH HEX 21.05,9/25/2002,,,3.5,,,,,2.5,,,,2,755,37,0.259602649,8,0.295364238,10,0.313907285,12,0.018543046,3,0,0,55.09933775,6,6.225165563,6,20.92715232,11,0.002649007,0,0.009271523
108,406,NH,Artificial substrate rock basket,Hewes Brook,NH HEX 26.05,9/2/2003,,,3.8,,,,,3.8,,,,3,440,34,0.165909091,6,0.1,11,0.193181818,10,0.1,4,0,0,14.54545455,5,2.954545455,3,21.81818182,10,0.052272727,0,0.025
120,407,NH,Artificial substrate rock basket,Indian Stream,NH HEX 2.05,9/17/2003,,4.2,,,,,,,,,,3,1082,47,0.149722736,8,0.132162662,11,0.144177449,18,0.429759704,7,0,0,22.73567468,10,5.175600739,6,46.6728281,12,0.387245841,0.000924214,0.012014787
125,408,NH,Artificial substrate rock basket,Johnson Brook,NH HEX 23.01,9/18/2002,,,2.5,,,,,2.2,,,,3,329,30,0.291793313,7,0.462006079,10,0.161094225,10,0.015197568,2,0,0,49.84802432,7,6.990881459,5,28.87537994,7,0.03343465,0,0.027355623
163,409,NH,Artificial substrate rock basket,Mill Brook,NH HEX 58.03,9/4/2003,,3.2,,,,,,,,,,4,764,36,0.146596859,4,0.108638743,8,0.238219895,18,0.137434555,4,0,0,19.89528796,3,0.392670157,2,17.80104712,10,0.041884817,0,0.02617801
188,410,NH,Artificial substrate rock basket,Newell Brook,NH HEX 9.05,9/23/2002,,,2.8,,,,,,,,2.2,3,658,32,0.320668693,6,0.395136778,10,0.218844985,11,0.004559271,3,0,0,58.35866261,7,13.82978723,6,6.534954407,6,0.001519757,0,0.013677812
200,411,NH,Artificial substrate rock basket,Otter Brook,NH HEX 51.04,9/30/2002,,,3.5,,,,,,,,2.5,4,729,33,0.127572016,4,0.082304527,9,0.264746228,14,0.294924554,4,0,0,24.96570645,5,2.880658436,3,36.89986283,14,0.245541838,0,0.013717421
217,412,NH,Artificial substrate rock basket,Piscataquog River,NH HEX 45.04,9/16/2002,,,4.5,,,,,,,,3.8,5,318,34,0.047169811,2,0.166666667,6,0.600628931,19,0.059748428,5,0,0,28.30188679,5,0.943396226,1,23.27044025,9,0.031446541,0,0.235849057
222,413,NH,Artificial substrate rock basket,Poland Brook,NH HEX 30.02,9/8/2003,,5.2,3.5,,,,,,,,,,397,25,0.34256927,3,0.012594458,3,0.483627204,12,0.070528967,2,0,0,48.86649874,6,0,0,0.755667506,2,0,0,0.304785894
228,414,NH,Artificial substrate rock basket,Purgatory Brook,NH HEX 53.01,9/16/2002,,,3.8,,,,,,,,3.5,5,136,25,0.066176471,1,0.345588235,4,0.463235294,15,0.044117647,3,0,0,36.02941176,4,14.70588235,2,19.11764706,6,0.007352941,0,0.044117647
231,415,NH,Artificial substrate rock basket,Riddle Brook,NH HEX 54.01,9/4/2003,,5.5,,,,,,,,,,,344,21,0.029069767,1,0.002906977,1,0.043604651,9,0.311046512,5,0,0,3.488372093,2,0,0,2.034883721,4,0.005813953,0.23255814,0.296511628
264,416,NH,Artificial substrate rock basket,Souhegan River,NH HEX 59.03,9/30/2002,,,4.5,,,,,,,,4.5,5,1791,33,0.001675042,3,0.018425461,5,0.078168621,15,0.046342825,7,0,0,0.390843104,5,0.558347292,2,6.644332775,10,0.044667783,0,0.034059185
305,417,NH,Artificial substrate rock basket,Winnicut River,NH HEX 48.04,9/3/2003,,4.8,,,,,,,,,,,1569,35,0,0,0.002549395,2,0.22307202,20,0.407265774,9,0,0,0.956022945,3,0,0,30.59273423,6,0.298279159,0,0.29318037
100,418,ME,Artificial Substrate Rock Basket,Halfmoon Stream,ME HEX 48.05,8/12/2003,,,,,,,3.5,3.2,,,3.5,3,697,48,0.074605452,4,0.335724534,11,0.503586801,18,0.06456241,9,0,0,43.04160689,8,0.286944046,1,17.07317073,11,0.032998565,0,0.025824964
162,419,ME,Artificial Substrate Rock Basket,Mill Brook,ME HEX 55.02,8/15/2003,,,,,,,4.8,2.8,,,3.2,4,496,36,0.012096774,3,0.225806452,10,0.596774194,17,0.151209677,5,0,0,6.451612903,5,4.233870968,1,30.44354839,9,0.153225806,0,0.002016129
66,420,ME,Artificial Substrate Riffle Bags,Cupsuptic River,ME HEX 30.01,8/19/2003,,,,,,,2.5,1.8,,,2.5,2,560,33,0.1125,7,0.676785714,11,0.128571429,11,0.076785714,4,0,0,74.10714286,8,3.035714286,3,10,10,0.075,0,0.001785714
17,425,CT,20 random toss 4m2 area,Beaver Meadow Brook,CT HEX 39.01,10/9/2002,,,,,4.5,3.8,,,4.2,,,3,184,48,0.086956522,6,0.35326087,18,0.429347826,20,0.016304348,3,0,0,7.608695652,3,3.260869565,3,25,6,0.043478261,0.005434783,0.054347826
17,425,CT,riffle targeted kick net 2m2 area,Beaver Meadow Brook,CT HEX 39.01,10/9/2002,,,,,3.5,3.2,,,3.5,,,3,182,37,0.049450549,5,0.554945055,14,0.340659341,15,0.043956044,1,0,0,6.593406593,4,10.43956044,4,32.96703297,8,0.208791209,0,0.038461538
20,427,CT,20 random toss 4m2 area,Bentley Brook,CT HEX 33.04,8/14/2002,,,,,4.5,4.2,,,4.8,,,3,219,46,0.00456621,1,0.365296804,18,0.488584475,23,0.114155251,4,0,0,2.283105023,3,8.219178082,2,15.52511416,7,0.105022831,0,0.050228311
20,427,CT,riffle targeted kick net 2m2 area,Bentley Brook,CT HEX 33.04,8/14/2002,,,,,4.5,3.5,,,4.5,,,3,189,34,0.021164021,2,0.423280423,14,0.402116402,15,0.142857143,2,0,0,1.058201058,1,7.936507937,5,32.27513228,8,0.148148148,0,0.037037037
26,431,CT,riffle targeted kick net 2m2 area,Bladdens River,CT HEX 47.02,10/31/2002,,,,,4.5,4.2,,,3.5,,,,206,48,0.04368932,2,0.373786408,17,0.432038835,22,0.111650485,5,0,0,8.737864078,4,15.04854369,3,32.03883495,9,0.087378641,0,0.038834951
37,433,CT,20 random toss 4m2 area,Bull Mountain Brook,CT HEX 27.02,10/29/2002,,,,,4.8,3.8,,,5.2,,,3,211,37,0.009478673,2,0.194312796,10,0.758293839,22,0.037914692,3,0,0,4.265402844,2,7.109004739,3,3.791469194,5,0.023696682,0,0.151658768
37,433,CT,riffle targeted kick net 2m2 area,Bull Mountain Brook,CT HEX 27.02,10/29/2002,,,,,4.2,3.8,,,4.2,,,4,215,37,0.004651163,1,0.204651163,11,0.772093023,22,0.018604651,3,0,0,5.581395349,3,3.720930233,4,7.441860465,7,0.018604651,0,0.195348837
73,441,CT,20 random toss 4m2 area,East Branch Byram River,CT HEX 59.01,10/3/2002,,,,,4.8,4.5,,,4.2,,,4,197,37,0.086294416,2,0.182741117,10,0.47715736,15,0.23857868,8,0,0,12.69035533,3,3.045685279,3,8.629441624,3,0.081218274,0.081218274,0.111675127
73,441,CT,riffle targeted kick net 2m2 area,East Branch Byram River,CT HEX 59.01,10/3/2002,,,,,3.8,4.2,,,4.5,,,4,231,39,0.034632035,1,0.19047619,10,0.493506494,22,0.216450216,5,0,0,9.956709957,5,8.658008658,2,11.68831169,5,0.082251082,0.121212121,0.177489177
80,447,CT,20 random toss 4m2 area,Ekonk River,CT HEX 25.03,10/17/2002,,,,,4.5,3.5,,,3.8,,,3,228,41,0.026315789,3,0.342105263,16,0.596491228,18,0.021929825,3,0,0,5.263157895,4,2.192982456,3,6.140350877,7,0,0,0.078947368
80,447,CT,riffle targeted kick net 2m2 area,Ekonk River,CT HEX 25.03,10/17/2002,,,,,3.8,3.8,,,3.2,,,3,225,44,0.008888889,2,0.275555556,17,0.577777778,20,0.084444444,4,0,0,3.111111111,3,8.444444444,3,29.77777778,10,0.075555556,0,0.24
84,453,CT,20 random toss 4m2 area,Farmington River,CT HEX 21.02,10/21/2002,,,,,4.2,2.5,,,3.5,,,3,249,43,0.012048193,2,0.269076305,15,0.449799197,18,0.269076305,8,0,0,20.88353414,7,1.204819277,3,42.1686747,16,0.248995984,0,0.052208835
84,453,CT,riffle targeted kick net 2m2 area,Farmington River,CT HEX 21.02,10/21/2002,,,,,3.8,3.8,,,3.5,,,3,252,34,0.003968254,1,0.253968254,14,0.317460317,14,0.424603175,5,0,0,23.80952381,6,1.984126984,2,46.82539683,9,0.380952381,0,0.043650794
87,459,CT,20 random toss 4m2 area,Flat Brook,CT HEX 31.02,10/7/2002,,,,,4.5,2.5,,,3.5,,,2,192,40,0.046875,5,0.526041667,17,0.322916667,13,0.041666667,3,0,0,13.54166667,6,5.208333333,4,21.35416667,6,0.135416667,0,0.114583333
87,459,CT,riffle targeted kick net 2m2 area,Flat Brook,CT HEX 31.02,10/7/2002,,,,,3.8,3.2,,,3.5,,,2,245,35,0.069387755,6,0.583673469,15,0.187755102,11,0.142857143,3,0,0,8.979591837,5,5.714285714,4,44.48979592,9,0.27755102,0,0.012244898
88,461,CT,20 random toss 4m2 area,Flat Brook,CT HEX 51.02,10/15/2002,,,,,4.5,2.8,,,3.5,,,3,195,54,0.030769231,4,0.41025641,17,0.364102564,25,0.174358974,7,0,0,4.102564103,3,3.076923077,5,11.79487179,9,0.066666667,0.01025641,0.179487179
88,461,CT,riffle targeted kick net 2m2 area,Flat Brook,CT HEX 51.02,10/15/2002,,,,,5.5,4.5,,,4.5,,,4,243,31,0.004115226,1,0.395061728,11,0.29218107,16,0.308641975,3,0,0,1.646090535,1,0,0,47.73662551,9,0.329218107,0,0.028806584
118,473,CT,20 random toss 4m2 area,Indian Meadow Brook,CT HEX 11.02,10/8/2002,,,,,3.5,2.5,,,3.2,,,2,200,50,0.125,7,0.39,18,0.395,21,0.075,3,0,0,20,5,12.5,6,10,10,0.01,0,0.12
118,473,CT,riffle targeted kick net 2m2 area,Indian Meadow Brook,CT HEX 11.02,10/8/2002,,,,,2.8,2.5,,,2.2,,,2,208,41,0.230769231,6,0.548076923,16,0.168269231,14,0.052884615,5,0,0,35.57692308,6,15.86538462,8,12.98076923,10,0.019230769,0,0.038461538
133,475,CT,20 random toss 4m2 area,Lake Waramaug Brook,CT HEX 19.02,10/30/2002,,,,,4.2,2.8,,,3.5,,,3,261,45,0.049808429,5,0.295019157,11,0.398467433,21,0.252873563,7,0,0,12.2605364,5,11.87739464,5,27.5862069,6,0.237547893,0,0.042145594
133,475,CT,riffle targeted kick net 2m2 area,Lake Waramaug Brook,CT HEX 19.02,10/30/2002,,,,,3.5,3.5,,,4.5,,,3,236,28,0.008474576,1,0.427966102,10,0.199152542,12,0.36440678,5,0,0,28.38983051,6,8.898305085,3,41.10169492,6,0.343220339,0,0.042372881
137,477,CT,20 random toss 4m2 area,Latimer Brook,CT HEX 41.05,10/5/2002,,,,,4.5,3.8,,,4.5,,,3,211,37,0.08056872,2,0.208530806,10,0.63507109,19,0.052132701,5,0,0,22.27488152,4,3.317535545,1,6.161137441,7,0.033175355,0,0.421800948
137,477,CT,riffle targeted kick net 2m2 area,Latimer Brook,CT HEX 41.05,10/5/2002,,,,,3.8,3.5,,,4.5,,,3,245,36,0.040816327,3,0.334693878,17,0.371428571,14,0.253061224,2,0,0,9.387755102,4,4.081632653,3,34.69387755,6,0.253061224,0,0.065306122
140,479,CT,20 random toss 4m2 area,Limekiln Brook,CT HEX 45.04,10/5/2002,,,,,5.2,4.2,,,5.5,,,5,202,31,0.00990099,2,0.292079208,5,0.455445545,18,0.242574257,6,0,0,2.475247525,3,25.74257426,2,23.26732673,5,0.202970297,0.014851485,0.044554455
140,479,CT,riffle targeted kick net 2m2 area,Limekiln Brook,CT HEX 45.04,10/5/2002,,,,,5.5,5.2,,,5.5,,,5,209,18,0,0,0.263157895,6,0.100478469,9,0.636363636,3,0,0,4.306220096,2,22.96650718,1,64.11483254,5,0.626794258,0,0
152,481,CT,20 random toss 4m2 area,Mashamoquet Brook,CT HEX 17.08,10/22/2002,,,,,4.2,3.8,,,3.5,,,,196,44,0.107142857,3,0.102040816,10,0.62244898,23,0.163265306,8,0,0,18.36734694,7,2.551020408,2,9.693877551,6,0.025510204,0.056122449,0.25
177,489,CT,20 random toss 4m2 area,Mountain Brook,CT HEX 13.02,10/28/2002,,,,,3.5,2.5,,,3.5,,,2,165,35,0.248484848,5,0.375757576,17,0.309090909,11,0.006060606,1,0,0,9.696969697,3,6.666666667,5,24.24242424,7,0.024242424,0,0.012121212
177,489,CT,riffle targeted kick net 2m2 area,Mountain Brook,CT HEX 13.02,10/28/2002,,,,,2.8,2.8,,,2.5,,,2,178,47,0.247191011,8,0.370786517,22,0.331460674,15,0.016853933,1,0,0,12.92134831,3,9.550561798,7,31.46067416,11,0.06741573,0,0.011235955
183,493,CT,20 random toss 4m2 area,Naugatuck River,CT HEX 29.03,10/1/2002,,,,,5.8,5.8,,,6.5,,,5,195,15,0,0,0.01025641,2,0.723076923,7,0.205128205,6,0,0,0.512820513,1,0,0,16.92307692,3,0.158974359,0,0.030769231
183,493,CT,riffle targeted kick net 2m2 area,Naugatuck River,CT HEX 29.03,10/1/2002,,,,,5.5,5.5,,,6.5,,,5,191,13,0,0,0.005235602,1,0.408376963,6,0.539267016,6,0,0,0,0,0,0,57.59162304,4,0.486910995,0,0.020942408
184,495,CT,20 random toss 4m2 area,Naugatuck River,CT HEX 37.01,10/2/2002,,,,,5.5,5.5,,,6.5,,,5,202,22,0,0,0.004950495,1,0.297029703,12,0.683168317,9,0,0,0.495049505,1,0,0,62.87128713,4,0.410891089,0,0.227722772
184,495,CT,riffle targeted kick net 2m2 area,Naugatuck River,CT HEX 37.01,10/2/2002,,,,,5.5,5.8,,,6.5,,,6,197,9,0,0,0,0,0.015228426,2,0.868020305,7,0,0,0.507614213,1,0,0,96.44670051,3,0.776649746,0,0
197,501,CT,20 random toss 4m2 area,Norwalk River,CT HEX 53.04,10/3/2002,,,,,4.5,4.2,,,5.2,,,5,200,41,0.005,1,0.08,8,0.53,22,0.345,10,0,0,6,3,0.5,1,35.5,6,0.275,0,0.05
197,501,CT,riffle targeted kick net 2m2 area,Norwalk River,CT HEX 53.04,10/3/2002,,,,,5.5,4.8,,,5.5,,,5,215,17,0,0,0.065116279,3,0.279069767,10,0.655813953,4,0,0,8.837209302,3,0,0,73.48837209,5,0.646511628,0,0
224,505,CT,20 random toss 4m2 area,Pond Meadow Brook,CT HEX 49.05,10/9/2002,,,,,4.5,3.5,,,5.2,,,3,215,41,0.004651163,1,0.446511628,13,0.418604651,23,0.130232558,4,0,0,6.976744186,5,3.720930233,4,21.39534884,6,0.11627907,0,0.041860465
224,505,CT,riffle targeted kick net 2m2 area,Pond Meadow Brook,CT HEX 49.05,10/9/2002,,,,,4.2,3.2,,,4.2,,,3,212,41,0.023584906,2,0.551886792,19,0.306603774,16,0.113207547,3,0,0,6.132075472,4,3.773584906,3,25,11,0.141509434,0,0.136792453
227,507,CT,20 random toss 4m2 area,Pumpkin Ground Brook,CT HEX 55.01,10/31/2002,,,,,5.5,4.5,,,5.5,,,5,209,34,0.023923445,1,0.071770335,4,0.789473684,21,0.114832536,8,0,0,2.392344498,1,0.956937799,1,9.56937799,5,0.076555024,0.009569378,0.401913876
227,507,CT,riffle targeted kick net 2m2 area,Pumpkin Ground Brook,CT HEX 55.01,10/31/2002,,,,,5.8,5.2,,,5.5,,,5,201,20,0.004975124,1,0.054726368,2,0.706467662,14,0.233830846,3,0,0,0,0,4.975124378,1,54.72636816,3,0.228855721,0,0.034825871
236,509,CT,20 random toss 4m2 area,Rocky Brook,CT HEX 9.02,10/17/2002,,,,,3.5,2.8,,,4.2,,,2,260,45,0.092307692,6,0.357692308,15,0.5,22,0.026923077,2,0,0,11.15384615,2,13.07692308,7,22.30769231,10,0.103846154,0,0.134615385
236,509,CT,riffle targeted kick net 2m2 area,Rocky Brook,CT HEX 9.02,10/17/2002,,,,,4.2,3.5,,,3.8,,,5,198,24,0.101010101,3,0.439393939,7,0.313131313,12,0.121212121,1,0,0,6.565656566,1,17.67676768,5,42.42424242,5,0.353535354,0,0.141414141
240,511,CT,20 random toss 4m2 area,Sages Ravine Brook,CT HEX 1.08,10/21/2002,,,,,4.5,2.8,,,3.8,,,3,205,35,0.112195122,8,0.268292683,14,0.585365854,10,0.024390244,2,0,0,5.365853659,4,1.951219512,4,21.95121951,10,0.063414634,0,0.014634146
240,511,CT,riffle targeted kick net 2m2 area,Sages Ravine Brook,CT HEX 1.08,10/21/2002,,,,,4.2,2.8,,,2.8,,,4,175,29,0.114285714,5,0.182857143,11,0.68,11,0.017142857,1,0,0,4.571428571,4,3.428571429,5,16,6,0.051428571,0,0.011428571
244,513,CT,20 random toss 4m2 area,Sandy Brook,CT HEX 3.01,10/8/2002,,,,,3.5,2.2,,,2.8,,,2,234,59,0.200854701,9,0.354700855,18,0.333333333,25,0.098290598,6,0,0,20.94017094,7,5.982905983,4,22.22222222,16,0.02991453,0.004273504,0.047008547
244,513,CT,riffle targeted kick net 2m2 area,Sandy Brook,CT HEX 3.01,10/8/2002,,,,,2.5,2.2,,,2.2,,,2,210,45,0.266666667,12,0.452380952,14,0.171428571,14,0.1,4,0,0,35.71428571,8,8.095238095,7,31.42857143,15,0.076190476,0,0
249,517,CT,20 random toss 4m2 area,Sawmill Brook,CT HEX 35.05,10/29/2002,,,,,3.5,2.5,,,2.2,,,2,192,47,0.130208333,8,0.546875,18,0.270833333,19,0.03125,2,0,0,7.291666667,4,12.5,5,23.4375,8,0.067708333,0,0.041666667
249,517,CT,riffle targeted kick net 2m2 area,Sawmill Brook,CT HEX 35.05,10/29/2002,,,,,3.2,2.8,,,3.5,,,2,207,39,0.241545894,6,0.492753623,16,0.198067633,14,0.057971014,2,0,0,6.763285024,4,20.77294686,5,35.26570048,7,0.144927536,0,0.024154589
257,521,CT,20 random toss 4m2 area,Shunock River,CT HEX 43.01,10/24/2002,,,,,4.5,4.2,,,4.8,,,3,199,45,0.020100503,2,0.236180905,11,0.537688442,25,0.201005025,7,0,0,28.64321608,6,0,0,18.59296482,9,0.08040201,0,0.195979899
257,521,CT,riffle targeted kick net 2m2 area,Shunock River,CT HEX 43.01,10/24/2002,,,,,3.8,3.5,,,3.8,,,3,216,40,0,0,0.421296296,15,0.37962963,19,0.175925926,6,0,0,28.7037037,5,2.314814815,2,25.46296296,10,0.138888889,0,0.125
258,523,CT,20 random toss 4m2 area,Shunock River,CT HEX 52.07,10/7/2003,,,,,3.8,2.8,,,3.5,,,3,234,45,0.008547009,1,0.273504274,16,0.431623932,19,0.282051282,9,0,0,5.555555556,5,2.564102564,3,43.58974359,12,0.200854701,0,0.136752137
258,523,CT,riffle targeted kick net 2m2 area,Shunock River,CT HEX 52.07,10/7/2003,,,,,3.8,3.8,,,3.2,,,3,223,41,0.004484305,1,0.278026906,17,0.515695067,15,0.197309417,7,0.004484305,1,3.587443946,4,2.69058296,2,51.56950673,11,0.156950673,0,0.044843049
269,527,CT,20 random toss 4m2 area,Stickney Hill Brook,CT HEX 7.06,10/10/2002,,,,,3.5,2.8,,,4.8,,,2,202,38,0.222772277,5,0.366336634,14,0.376237624,19,0,0,0,0,39.6039604,7,13.36633663,4,2.97029703,4,0.004950495,0.01980198,0.054455446
269,527,CT,riffle targeted kick net 2m2 area,Stickney Hill Brook,CT HEX 7.06,10/10/2002,,,,,3.5,2.8,,,3.2,,,2,195,43,0.148717949,7,0.564102564,17,0.128205128,15,0.082051282,2,0,0,16.41025641,6,14.87179487,7,16.92307692,8,0.117948718,0,0.015384615
1,1,VT,20 random toss 4m2 area,3rd Branch White River,EPA HEX 23.01 VT,8/15/2001,,,,3.8,5.2,4.5,,,3.5,5.2,5.2,4,200,39,0.01,1,0.15,12,0.635,19,0.15,5,0,0,10,4,2,2,16.5,5,0.125,0.005,0.04
3,3,ME,20 random toss 4m2 area,Aegan Brook,EPA HEX 1.01 ME,7/18/2001,,,,3.2,3.2,3.2,,2.5,3.8,3.8,,2,200,41,0.07,5,0.605,16,0.235,15,0.01,1,0,0,12.5,5,4.5,3,12.5,8,0.01,0,0.06
4,4,NH,20 random toss 4m2 area,Ames Brook,NH HEX 28.03,7/7/2003,,,3.8,,,,,,,,3.8,3,256,49,0.04296875,6,0.171875,10,0.66796875,25,0.04296875,4,0,0,1.953125,4,3.125,3,12.109375,7,0.06640625,0,0.01953125
6,6,VT,20 random toss 4m2 area,Andover Branch,VT HEX 12.01,9/2/2003,,,,3.2,,,,,,2.5,,3,207,33,0.057971014,5,0.714975845,12,0.144927536,12,0.072463768,3,0,0,18.84057971,5,5.314009662,3,26.08695652,6,0.009661836,0,0.057971014
8,8,NH,20 random toss 4m2 area,Ash Swamp Brook,NH HEX 57.03,7/18/2002,,,4.2,,,,,4.5,,,,,203,52,0.02955665,2,0.098522167,6,0.586206897,27,0.177339901,12,0,0,1.97044335,2,0,0,8.866995074,6,0.068965517,0.004926108,0.123152709
11,11,VT,20 random toss 4m2 area,Batten Kill River,VT HEX 7.01,9/3/2003,,,,4.2,,,,,,4.5,,3,246,52,0.101626016,6,0.223577236,13,0.528455285,26,0.138211382,7,0,0,26.82926829,10,0,0,24.79674797,9,0.089430894,0,0.073170732
14,14,ME,20 random toss 4m2 area,Bear River,EPA HEX 19.03 ME,7/28/2002,3.2,,,4.5,3.5,3.5,,,4.8,3.5,,,203,54,0.039408867,4,0.192118227,13,0.615763547,28,0.083743842,5,0,0,5.911330049,4,3.9408867,3,11.8226601,9,0.0591133,0,0.039408867
15,15,NH,20 random toss 4m2 area,Beaver Brook,EPA HEX 34.06 NH,8/28/2001,,,,4.8,4.8,4.2,,4.5,3.2,4.2,,,220,45,0.1,2,0.045454545,4,0.736363636,25,0.095454545,11,0,0,16.81818182,3,0,0,4.090909091,4,0.009090909,0.004545455,0.372727273
